Data,chuva_dia,chuva_3d,chuva_5d,classe
2024-01-03,0.0,41.2,42.60000000000001,0
2024-01-03,0.8,26.000000000000004,43.40000000000001,0
2024-01-04,5.4,6.200000000000004,47.40000000000001,0
2024-01-04,0.0,6.200000000000004,31.400000000000013,0
2024-01-04,0.0,5.400000000000004,6.200000000000018,0
2024-01-04,7.8,8.000000000000004,8.400000000000018,0
2024-01-04,0.2,8.200000000000003,8.600000000000017,0
2024-01-04,0.0,8.000000000000004,8.200000000000017,0
2024-01-04,0.0,0.20000000000000356,8.200000000000017,0
2024-01-04,0.4,0.4000000000000036,8.400000000000018,0
2024-01-04,0.0,0.4000000000000036,0.6000000000000179,0
2024-01-04,0.0,0.0,5.600000000000017,0
2024-01-04,7.4,7.400000000000004,13.000000000000018,0
2024-01-04,1.2,8.600000000000003,8.600000000000017,0
2024-01-04,0.6,9.200000000000005,9.200000000000019,0
2024-01-04,0.2,2.0000000000000036,9.400000000000018,0
2024-01-04,1.0,1.8000000000000036,10.400000000000018,0
2024-01-04,0.0,1.2000000000000037,3.0000000000000178,0
2024-01-04,0.0,1.0000000000000036,1.8000000000000178,0
2024-01-04,1.6,1.6000000000000036,2.800000000000018,0
2024-01-04,0.0,1.6000000000000036,2.600000000000018,0
2024-01-04,0.0,1.6000000000000036,1.6000000000000179,0
2024-01-04,0.0,0.0,1.6000000000000179,0
2024-01-04,6.2,6.200000000000004,7.8000000000000185,0
2024-01-04,21.2,27.400000000000002,27.40000000000002,0
2024-01-04,0.0,27.400000000000002,27.400000000000016,0
2024-01-04,0.0,21.200000000000003,27.400000000000016,0
2024-01-04,0.0,0.0,27.400000000000016,0
2024-01-04,4.8,4.800000000000003,26.000000000000018,0
2024-01-04,0.0,4.800000000000003,4.800000000000014,0
2024-01-04,0.0,4.800000000000003,4.800000000000014,0
2024-01-04,0.0,0.0,4.800000000000014,0
2024-01-04,0.0,0.0,4.800000000000014,0
2024-01-05,0.0,0.0,0.0,0
2024-01-05,11.6,11.600000000000003,11.600000000000014,0
2024-01-05,0.2,11.800000000000002,11.800000000000013,0
2024-01-05,0.0,11.800000000000002,11.800000000000013,0
2024-01-05,0.0,0.20000000000000356,11.800000000000013,0
2024-01-05,0.0,0.0,11.800000000000013,0
2024-01-05,0.2,0.20000000000000356,0.40000000000001423,0
2024-01-05,0.0,0.20000000000000356,0.20000000000001422,0
2024-01-05,5.8,6.0000000000000036,6.000000000000014,0
2024-01-05,0.0,5.800000000000003,6.000000000000014,0
2024-01-05,0.0,5.800000000000003,6.000000000000014,0
2024-01-05,0.0,0.0,5.800000000000014,0
2024-01-05,0.0,0.0,5.800000000000014,0
2024-01-05,1.2,1.2000000000000035,1.2000000000000142,0
2024-01-05,0.0,1.2000000000000035,1.2000000000000142,0
2024-01-05,0.0,1.2000000000000035,1.2000000000000142,0
2024-01-05,0.0,0.0,1.2000000000000142,0
2024-01-05,0.0,0.0,1.2000000000000142,0
2024-01-05,0.4,0.4000000000000036,0.40000000000001423,0
2024-01-05,0.0,0.4000000000000036,0.40000000000001423,0
2024-01-05,9.8,10.200000000000005,10.200000000000015,0
2024-01-05,0.2,10.000000000000004,10.400000000000015,0
2024-01-05,0.0,10.000000000000004,10.400000000000015,0
2024-01-05,6.2,6.400000000000004,16.200000000000017,0
2024-01-05,5.8,12.000000000000004,22.000000000000014,0
2024-01-05,0.0,0.0,0.0,0
2024-01-05,0.0,0.0,0.0,0
2024-01-05,0.0,0.0,0.0,0
2024-01-05,0.0,0.0,0.0,0
2024-01-05,0.2,0.20000000000000356,0.20000000000001422,0
2024-01-05,9.4,9.600000000000003,10.200000000000015,0
2024-01-06,0.0,9.400000000000004,10.200000000000015,0
2024-01-06,0.0,9.400000000000004,9.600000000000016,0
2024-01-06,0.0,0.0,9.400000000000015,0
2024-01-06,0.0,0.0,9.400000000000015,0
2024-01-06,0.0,0.0,0.0,0
2024-01-06,0.2,0.20000000000000356,0.20000000000001422,0
2024-01-06,0.0,0.20000000000000356,0.20000000000001422,0
2024-01-06,0.0,0.20000000000000356,0.20000000000001422,0
2024-01-06,0.0,0.0,0.20000000000001422,0
2024-01-06,0.0,0.0,0.20000000000001422,0
2024-01-06,0.0,0.0,0.0,0
2024-01-06,0.0,0.0,0.0,0
2024-01-06,0.0,0.0,0.0,0
2024-01-06,21.4,21.400000000000002,21.400000000000013,0
2024-01-06,0.0,21.400000000000002,21.400000000000013,0
2024-01-06,0.0,21.400000000000002,21.400000000000013,0
2024-01-06,0.0,0.0,21.400000000000013,0
2024-01-06,0.0,0.0,21.400000000000013,0
2024-01-06,0.0,0.0,0.0,0
2024-01-06,0.0,0.0,0.0,0
2024-01-06,0.0,0.0,0.0,0
2024-01-06,1.8,1.8000000000000036,1.8000000000000143,0
2024-01-06,0.2,2.0000000000000036,2.000000000000014,0
2024-01-06,0.0,2.0000000000000036,2.000000000000014,0
2024-01-06,0.0,0.20000000000000356,2.000000000000014,0
2024-01-06,0.4,0.4000000000000036,2.400000000000014,0
2024-01-06,1.8,2.2000000000000037,2.4000000000000146,0
2024-01-06,0.0,2.2000000000000037,2.2000000000000144,0
2024-01-06,0.0,1.8000000000000036,2.2000000000000144,0
2024-01-06,0.0,0.0,2.2000000000000144,0
2024-01-06,0.0,0.0,1.8000000000000143,0
2024-01-06,0.0,5.400000000000004,5.400000000000015,0
2024-01-06,0.0,5.400000000000004,5.400000000000015,0
2024-01-06,0.0,0.0,5.400000000000015,0
2024-01-06,4.4,4.400000000000004,9.800000000000015,0
2024-01-06,0.0,4.400000000000004,4.400000000000015,0
2024-01-07,4.6,4.600000000000003,4.600000000000014,0
2024-01-07,0.0,4.600000000000003,4.600000000000014,0
2024-01-07,0.0,4.600000000000003,4.600000000000014,0
2024-01-07,0.0,0.0,4.600000000000014,0
2024-01-07,0.0,0.0,4.600000000000014,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-07,0.0,0.0,0.0,0
2024-01-08,0.0,0.0,0.0,0
2024-01-08,0.0,0.0,0.0,0
2024-01-08,0.0,0.0,0.0,0
2024-01-08,4.6,4.600000000000003,4.600000000000014,0
2024-01-08,0.0,0.20000000000000356,1.8000000000000143,0
2024-01-08,0.0,0.20000000000000356,1.8000000000000143,0
2024-01-08,0.0,0.0,0.20000000000001422,0
2024-01-08,39.8,39.8,40.000000000000014,0
2024-01-08,0.0,39.8,39.80000000000001,0
2024-01-08,2.0,41.8,41.80000000000001,0
2024-01-08,1.8,3.8,43.60000000000001,0
2024-01-08,0.0,3.8,43.60000000000001,0
2024-01-08,0.0,1.8,3.800000000000014,0
2024-01-08,7.6,7.6,11.400000000000013,0
2024-01-08,0.2,7.8,9.600000000000014,0
2024-01-08,2.4,10.2,10.200000000000014,0
2024-01-08,0.0,2.6,10.200000000000014,0
2024-01-08,0.0,2.4,10.200000000000014,0
2024-01-08,16.4,16.4,19.000000000000014,0
2024-01-08,15.6,32.0,34.40000000000001,0
2024-01-08,0.0,32.0,32.000000000000014,0
2024-01-08,2.6,18.2,34.600000000000016,0
2024-01-08,2.4,5.0,37.000000000000014,0
2024-01-08,0.0,39.0,40.000000000000014,0
2024-01-08,4.2,43.2,44.20000000000002,0
2024-01-08,0.0,4.2,43.20000000000002,0
2024-01-08,8.8,13.0,52.000000000000014,0
2024-01-08,1.0,9.8,14.000000000000014,0
2024-01-09,0.0,9.8,14.000000000000014,0
2024-01-09,0.0,1.0,9.800000000000015,0
2024-01-09,0.0,0.0,9.800000000000015,0
2024-01-09,3.4,3.4,4.400000000000015,0
2024-01-09,0.0,3.4,3.400000000000014,0
2024-01-09,0.0,3.4,3.400000000000014,0
2024-01-09,0.0,0.0,3.400000000000014,0
2024-01-09,0.2,0.2,3.6000000000000143,0
2024-01-09,0.0,0.2,0.20000000000001422,0
2024-01-09,7.4,7.6000000000000005,7.600000000000015,0
2024-01-09,0.0,7.4,7.600000000000015,0
2024-01-09,0.0,7.4,7.600000000000015,0
2024-01-09,0.0,0.0,7.400000000000015,0
2024-01-09,0.2,0.2,7.600000000000015,0
2024-01-09,0.0,0.2,0.20000000000001422,0
2024-01-09,0.0,0.2,7.800000000000014,0
2024-01-09,0.4,0.4,7.800000000000014,0
2024-01-09,0.0,0.4,0.6000000000000143,0
2024-01-09,0.4,0.8,0.8000000000000143,0
2024-01-09,0.2,0.6000000000000001,1.0000000000000142,0
2024-01-09,0.0,0.0,0.40000000000001423,0
2024-01-09,0.0,0.0,0.40000000000001423,0
2024-01-09,0.0,0.0,0.0,0
2024-01-09,0.2,0.2,0.20000000000001422,0
2024-01-09,11.8,12.0,12.000000000000014,0
2024-01-10,0.0,12.0,12.000000000000014,0
2024-01-10,0.0,11.8,12.000000000000014,0
2024-01-10,12.6,12.6,24.600000000000016,0
2024-01-10,0.0,12.6,24.400000000000013,0
2024-01-10,0.0,12.6,12.600000000000014,0
2024-01-10,1.2,1.2,13.800000000000013,0
2024-01-10,0.0,1.2,13.800000000000013,0
2024-01-10,0.2,1.4,1.4000000000000141,0
2024-01-10,0.2,0.4,1.6000000000000143,0
2024-01-10,0.0,0.4,1.6000000000000143,0
2024-01-10,12.0,12.2,12.400000000000015,0
2024-01-10,8.0,20.0,20.400000000000013,0
2024-01-10,0.0,20.0,20.200000000000017,0
2024-01-10,7.0,15.0,27.000000000000014,0
2024-01-10,6.6,13.6,33.600000000000016,0
2024-01-10,0.0,13.6,21.600000000000016,0
2024-01-10,0.0,6.6,13.600000000000014,0
2024-01-10,0.0,0.0,13.600000000000014,0
2024-01-10,8.2,8.2,14.800000000000013,0
2024-01-10,0.0,8.2,8.200000000000014,0
2024-01-10,7.2,15.399999999999999,15.400000000000013,0
2024-01-10,7.0,14.2,22.400000000000013,0
2024-01-10,10.0,24.2,32.40000000000001,0
2024-01-10,0.0,17.0,24.200000000000014,0
2024-01-10,7.2,17.2,31.400000000000013,0
2024-01-10,4.6,11.8,28.800000000000015,0
2024-01-10,2.2,14.0,24.000000000000014,0
2024-01-10,9.2,16.0,23.200000000000014,0
2024-01-10,0.8,12.200000000000001,24.000000000000014,0
2024-01-10,0.0,10.0,16.800000000000015,0
2024-01-10,34.2,35.0,46.40000000000002,0
2024-01-10,0.0,34.2,44.20000000000002,0
2024-01-10,0.0,5.8,8.40000000000002,0
2024-01-10,1.0,6.799999999999999,9.40000000000002,0
2024-01-10,13.6,14.6,20.40000000000002,0
2024-01-11,8.6,37.199999999999996,46.60000000000002,0
2024-01-11,15.2,31.399999999999995,57.600000000000016,0
2024-01-11,0.0,23.799999999999997,52.40000000000002,0
2024-01-11,21.8,37.0,53.20000000000002,0
2024-01-11,1.6,23.4,47.20000000000002,0
2024-01-11,1.6,24.999999999999996,40.200000000000024,0
2024-01-11,10.6,13.799999999999997,35.60000000000002,0
2024-01-11,0.0,12.199999999999998,35.60000000000002,0
2024-01-11,0.0,10.599999999999998,13.800000000000022,0
2024-01-11,0.0,0.0,12.200000000000022,0
2024-01-11,1.4,1.3999999999999964,12.000000000000023,0
2024-01-11,2.0,3.3999999999999964,3.4000000000000212,0
2024-01-11,5.6,8.999999999999996,9.000000000000021,0
2024-01-11,11.4,18.999999999999996,20.40000000000002,0
2024-01-11,0.2,17.199999999999996,20.600000000000023,0
2024-01-11,10.2,21.799999999999997,29.40000000000002,0
2024-01-11,0.0,10.399999999999995,27.40000000000002,0
2024-01-11,14.0,24.199999999999996,35.80000000000002,0
2024-01-11,0.0,13.999999999999996,24.40000000000002,0
2024-01-11,21.0,35.0,45.20000000000002,0
2024-01-11,1.8,22.799999999999997,36.80000000000002,0
2024-01-11,0.2,22.999999999999996,37.00000000000002,0
2024-01-11,0.0,1.9999999999999964,23.00000000000002,0
2024-01-11,16.8,16.999999999999996,39.800000000000026,0
2024-01-11,3.8,20.599999999999998,22.600000000000023,0
2024-01-11,0.0,20.599999999999998,20.800000000000022,0
2024-01-11,0.0,3.7999999999999963,20.600000000000023,0
2024-01-11,18.2,18.199999999999996,38.800000000000026,0
2024-01-11,2.8,20.999999999999996,24.800000000000022,0
2024-01-11,20.2,41.199999999999996,41.20000000000002,0
2024-01-11,7.8,30.799999999999997,49.00000000000002,0
2024-01-11,0.0,27.999999999999996,49.00000000000002,0
2024-01-11,0.0,7.799999999999996,30.800000000000022,0
2024-01-11,1.0,0.9999999999999964,29.00000000000002,0
2024-01-11,0.0,0.9999999999999964,8.800000000000022,0
2024-01-11,2.6,3.5999999999999965,3.6000000000000214,0
2024-01-12,1.4,14.199999999999998,14.200000000000022,0
2024-01-12,10.6,11.999999999999996,24.800000000000022,0
2024-01-12,10.6,22.599999999999994,35.40000000000002,0
2024-01-12,0.0,21.199999999999996,22.600000000000023,0
2024-01-12,0.0,10.599999999999996,22.600000000000023,0
2024-01-12,0.0,0.0,21.200000000000024,0
2024-01-12,0.0,0.0,10.600000000000021,0
2024-01-12,0.6,0.5999999999999964,0.6000000000000213,0
2024-01-12,11.8,12.399999999999997,12.400000000000022,0
2024-01-12,0.0,12.399999999999997,12.400000000000022,0
2024-01-12,1.6,13.399999999999997,14.000000000000021,0
2024-01-12,8.8,8.999999999999996,9.200000000000022,0
2024-01-12,0.6,9.599999999999996,9.600000000000023,0
2024-01-12,0.0,9.399999999999997,9.600000000000023,0
2024-01-12,0.8,1.3999999999999964,10.400000000000023,0
2024-01-12,6.0,6.799999999999996,16.200000000000024,0
2024-01-12,0.0,6.799999999999996,7.400000000000022,0
2024-01-12,0.0,5.9999999999999964,6.800000000000022,0
2024-01-12,0.2,0.19999999999999646,7.000000000000022,0
2024-01-12,1.6,13.999999999999996,26.600000000000023,0
2024-01-12,3.4,17.4,28.40000000000002,0
2024-01-12,0.4,5.399999999999997,17.800000000000022,0
2024-01-12,0.0,3.7999999999999963,17.800000000000022,0
2024-01-12,21.6,21.999999999999996,27.00000000000002,0
2024-01-12,0.2,21.799999999999997,25.60000000000002,0
2024-01-12,0.0,21.799999999999997,22.20000000000002,0
2024-01-13,0.0,0.19999999999999646,21.800000000000022,0
2024-01-13,0.0,0.39999999999999647,0.40000000000002134,0
2024-01-13,0.0,0.39999999999999647,0.40000000000002134,0
2024-01-13,0.0,0.0,0.40000000000002134,0
2024-01-13,0.0,0.19999999999999646,0.20000000000002133,0
2024-01-13,0.0,0.19999999999999646,0.20000000000002133,0
2024-01-13,0.0,0.0,0.20000000000002133,0
2024-01-13,0.0,0.0,0.20000000000002133,0
2024-01-13,0.0,0.0,0.0,0
2024-01-13,0.0,0.0,0.0,0
2024-01-13,0.8,0.7999999999999965,0.8000000000000214,0
2024-01-13,0.0,0.7999999999999965,0.8000000000000214,0
2024-01-13,0.0,0.7999999999999965,0.8000000000000214,0
2024-01-13,0.0,0.0,0.8000000000000214,0
2024-01-13,0.0,0.0,0.8000000000000214,0
2024-01-13,0.0,0.0,0.20000000000002133,0
2024-01-13,0.0,0.0,0.0,0
2024-01-13,0.2,0.19999999999999646,0.20000000000002133,0
2024-01-13,0.0,0.19999999999999646,0.20000000000002133,0
2024-01-13,0.0,0.19999999999999646,0.20000000000002133,0
2024-01-13,0.0,0.0,0.20000000000002133,0
2024-01-13,0.0,0.0,0.20000000000002133,0
2024-01-13,0.0,0.0,0.0,0
2024-01-13,0.0,0.0,0.0,0
2024-01-14,0.0,0.0,0.0,0
2024-01-14,0.0,0.0,0.0,0
2024-01-14,0.0,0.0,0.0,0
2024-01-14,0.0,0.0,0.0,0
2024-01-14,0.0,0.0,0.0,0
2024-01-14,0.0,0.0,0.0,0
2024-01-14,0.0,0.0,0.0,0
2024-01-14,0.0,0.0,0.0,0
2024-01-14,0.0,0.0,0.0,0
2024-01-14,0.2,0.19999999999999646,0.20000000000002133,0
2024-01-14,0.0,0.19999999999999646,0.20000000000002133,0
2024-01-14,0.0,0.19999999999999646,0.20000000000002133,0
2024-01-14,0.0,0.0,0.20000000000002133,0
2024-01-14,0.0,0.0,0.20000000000002133,0
2024-01-14,0.0,0.0,0.0,0
2024-01-14,0.0,0.0,0.0,0
2024-01-14,0.2,0.19999999999999646,0.20000000000002133,0
2024-01-14,0.0,0.0,0.0,0
2024-01-14,0.0,0.0,0.0,0
2024-01-14,0.0,0.0,0.0,0
2024-01-14,0.0,0.0,0.0,0
2024-01-14,0.0,0.0,0.0,0
2024-01-14,0.0,0.0,0.0,0
2024-01-14,0.0,0.0,0.0,0
2024-01-14,0.0,0.0,0.0,0
2024-01-14,0.0,0.0,0.0,0
2024-01-14,0.0,0.0,0.0,0
2024-01-15,12.2,12.199999999999996,12.20000000000002,0
2024-01-15,19.0,31.199999999999996,31.20000000000002,0
2024-01-15,0.8,31.999999999999996,32.00000000000002,0
2024-01-15,39.4,59.199999999999996,71.40000000000002,0
2024-01-15,0.0,40.199999999999996,71.40000000000002,0
2024-01-15,13.0,52.4,72.20000000000002,0
2024-01-15,14.8,27.8,68.00000000000001,0
2024-01-15,7.8,35.6,75.00000000000001,0
2024-01-15,11.8,34.400000000000006,47.40000000000002,0
2024-01-15,11.6,31.200000000000003,59.00000000000002,0
2024-01-15,8.4,31.8,54.40000000000002,0
2024-01-15,15.4,27.200000000000003,53.00000000000002,0
2024-01-15,24.2,45.0,76.80000000000001,0
2024-01-15,17.2,56.8,68.60000000000002,0
2024-01-15,27.6,69.0,89.80000000000003,0
2024-01-15,12.4,57.2,96.80000000000001,0
2024-01-15,2.0,42.0,83.40000000000002,0
2024-01-15,12.6,28.4,44.00000000000002,0
2024-01-15,5.4,21.2,36.80000000000002,0
2024-01-15,0.0,18.0,33.80000000000002,0
2024-01-15,23.8,29.2,45.00000000000002,0
2024-01-15,0.0,23.799999999999997,41.800000000000026,0
2024-01-15,10.6,34.4,39.800000000000026,0
2024-01-15,5.4,16.0,39.800000000000026,0
2024-01-15,21.0,37.0,60.800000000000026,0
2024-01-15,19.2,45.599999999999994,56.20000000000002,0
2024-01-15,26.8,67.0,83.00000000000003,0
2024-01-15,14.8,60.8,87.20000000000003,0
2024-01-15,9.4,51.0,91.20000000000002,0
2024-01-15,6.4,30.6,76.60000000000002,0
2024-01-15,22.0,37.8,79.40000000000002,0
2024-01-16,0.0,0.0,0.20000000000002133,0
2024-01-16,0.0,0.0,0.0,0
2024-01-16,0.0,0.0,0.0,0
2024-01-16,0.0,0.0,0.20000000000002133,0
2024-01-16,8.8,8.8,8.800000000000022,0
2024-01-16,0.0,8.8,8.800000000000022,0
2024-01-16,0.2,9.0,9.000000000000021,0
2024-01-16,0.2,0.4,9.200000000000022,0
2024-01-16,0.0,0.4,9.200000000000022,0
2024-01-16,0.0,0.2,0.40000000000002134,0
2024-01-16,0.0,0.0,0.40000000000002134,0
2024-01-16,0.0,0.0,0.20000000000002133,0
2024-01-16,0.0,0.0,0.0,0
2024-01-16,0.0,0.0,0.0,0
2024-01-16,0.2,0.2,0.20000000000002133,0
2024-01-16,0.8,1.0,1.0000000000000213,0
2024-01-16,0.0,1.0,1.0000000000000213,0
2024-01-16,0.2,1.0,1.2000000000000213,0
2024-01-16,0.0,0.2,1.2000000000000213,0
2024-01-16,0.0,0.2,1.0000000000000213,0
2024-01-16,0.0,0.0,0.20000000000002133,0
2024-01-16,0.0,0.0,0.20000000000002133,0
2024-01-16,0.2,1.0,1.2000000000000213,0
2024-01-16,0.2,0.4,1.4000000000000212,0
2024-01-16,0.0,0.4,1.2000000000000215,0
2024-01-16,0.2,0.4,0.6000000000000214,0
2024-01-16,0.0,0.2,0.6000000000000214,0
2024-01-16,0.4,0.6000000000000001,0.8000000000000214,0
2024-01-16,0.2,0.6000000000000001,0.8000000000000214,0
2024-01-17,17.8,18.400000000000002,18.600000000000023,0
2024-01-17,13.0,31.000000000000004,31.400000000000023,0
2024-01-17,57.8,88.6,89.20000000000002,0
2024-01-17,74.6,145.39999999999998,163.4,1
2024-01-17,18.0,150.39999999999998,181.20000000000002,1
2024-01-17,28.8,121.39999999999999,192.20000000000002,1
2024-01-17,70.2,117.0,249.4,1
2024-01-17,60.0,159.0,251.60000000000002,1
2024-01-17,30.4,160.6,207.4,1
2024-01-17,18.8,109.2,208.20000000000002,1
2024-01-17,58.8,108.0,238.20000000000002,1
2024-01-17,33.8,111.39999999999999,201.8,1
2024-01-17,26.2,118.8,168.0,0
2024-01-17,57.0,117.0,194.60000000000002,1
2024-01-17,10.0,93.2,185.8,1
2024-01-17,60.8,127.8,187.8,1
2024-01-17,43.4,114.19999999999999,197.4,1
2024-01-17,42.4,146.6,213.60000000000002,1
2024-01-17,29.2,115.0,185.8,1
2024-01-17,38.8,110.39999999999999,214.60000000000002,1
2024-01-17,36.2,104.2,190.0,1
2024-01-17,50.0,125.0,196.60000000000002,1
2024-01-17,39.2,125.4,193.40000000000003,1
2024-01-17,18.0,107.2,182.20000000000005,1
2024-01-17,16.4,73.6,159.8,0
2024-01-17,29.6,152.8,237.4,1
2024-01-17,25.6,100.0,232.20000000000005,1
2024-01-17,17.4,72.6,195.8,1
2024-01-17,49.8,92.8,167.20000000000002,0
2024-01-17,65.8,133.0,188.2,1
2024-01-17,42.6,158.2,201.20000000000002,1
2024-01-17,68.8,177.2,244.4,1
2024-01-18,0.0,130.60000000000002,209.2,1
2024-01-18,65.4,135.20000000000005,225.4,1
2024-01-18,2.6,68.00000000000001,198.6,1
2024-01-18,57.2,125.20000000000002,195.0,1
2024-01-18,3.8,63.600000000000016,129.0,0
2024-01-18,16.6,77.60000000000002,145.60000000000002,0
2024-01-18,0.0,20.400000000000016,80.2,0
2024-01-18,17.2,33.80000000000001,94.80000000000001,0
2024-01-18,15.2,32.40000000000001,52.8,0
2024-01-18,1.6,34.000000000000014,50.6,0
2024-01-18,0.8,17.600000000000012,34.800000000000004,0
2024-01-18,5.2,127.80000000000001,137.39999999999998,1
2024-01-18,50.6,160.00000000000003,184.8,1
2024-01-18,18.4,74.20000000000002,196.8,1
2024-01-18,89.8,158.8,268.2,1
2024-01-18,1.4,109.60000000000002,165.4,0
2024-01-18,1.8,93.00000000000001,161.99999999999997,0
2024-01-18,8.0,11.200000000000014,119.39999999999999,0
2024-01-18,15.4,25.200000000000017,116.39999999999998,0
2024-01-18,0.2,23.600000000000016,26.799999999999986,0
2024-01-18,34.0,49.600000000000016,59.39999999999999,0
2024-01-18,0.0,34.20000000000002,57.59999999999999,0
2024-01-18,27.0,61.000000000000014,76.6,0
2024-01-18,15.6,42.600000000000016,76.79999999999998,0
2024-01-18,0.2,42.80000000000001,76.79999999999998,0
2024-01-19,31.8,47.600000000000016,74.6,0
2024-01-19,0.2,32.20000000000002,74.79999999999998,0
2024-01-19,1.0,33.00000000000002,48.79999999999999,0
2024-01-19,0.4,1.6000000000000143,33.59999999999999,0
